Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
Marinette,-87.9912,45.3469,768,2013-05,2.70,40.5,53.8,67.2,40.4,0.58,15.64
Marinette,-87.9912,45.3469,768,2013-06,3.24,50.3,62.8,75.2,52.7,0.34,16.98
Marinette,-87.9912,45.3469,768,2013-07,4.68,56.3,67.5,78.6,57.2,0.83,18.45
Marinette,-87.9912,45.3469,768,2013-08,3.64,53.0,65.9,78.8,56.5,0.41,18.49
Marinette,-87.9912,45.3469,768,2013-09,2.52,43.9,57.2,70.5,51.0,0.21,12.19
Marinette,-87.9912,45.3469,768,2013-10,3.62,34.2,45.5,56.8,38.3,0.26,8.51
Marinette,-87.9912,45.3469,768,2013-11,3.95,22.0,30.6,39.3,24.5,0.29,3.43
Marinette,-87.9912,45.3469,768,2013-12,1.47,2.7,12.1,21.4,7.7,0.19,1.47
Marinette,-87.9912,45.3469,768,2014-01,1.38,-5.9,5.5,17.0,-0.9,0.17,1.42
Marinette,-87.9912,45.3469,768,2014-02,1.30,-6.8,6.4,19.5,-0.2,0.19,1.88
Marinette,-87.9912,45.3469,768,2014-03,1.26,4.6,17.9,31.1,10.1,0.32,3.60
Marinette,-87.9912,45.3469,768,2014-04,3.62,26.0,36.4,46.9,27.4,0.40,6.26
Marinette,-87.9912,45.3469,768,2014-05,3.12,40.8,53.0,65.3,40.6,0.50,14.03
Marinette,-87.9912,45.3469,768,2014-06,2.82,52.3,63.9,75.6,53.9,0.51,16.12
Marinette,-87.9912,45.3469,768,2014-07,1.84,51.7,64.9,78.1,54.5,0.64,18.96
Marinette,-87.9912,45.3469,768,2014-08,3.97,53.0,64.9,76.9,56.9,0.33,15.82
Marinette,-87.9912,45.3469,768,2014-09,6.41,43.8,56.9,69.9,49.1,0.18,13.14
Marinette,-87.9912,45.3469,768,2014-10,4.14,36.0,45.2,54.4,37.4,0.46,6.84
Marinette,-87.9912,45.3469,768,2014-11,2.77,16.1,25.1,34.0,19.0,0.26,2.85
Marinette,-87.9912,45.3469,768,2014-12,2.26,14.0,22.5,30.9,19.3,0.17,1.68
Marinette,-87.9912,45.3469,768,2015-01,0.61,4.2,13.6,23.0,6.8,0.32,1.98
Marinette,-87.9912,45.3469,768,2015-02,0.24,-5.9,6.4,18.8,-2.2,0.26,2.01
Marinette,-87.9912,45.3469,768,2015-03,0.75,14.9,28.2,41.6,15.6,0.53,6.48
Marinette,-87.9912,45.3469,768,2015-04,2.68,28.4,41.4,54.4,26.4,0.54,10.93
Marinette,-87.9912,45.3469,768,2015-05,6.35,42.2,55.8,69.3,42.9,0.68,15.35
Marinette,-87.9912,45.3469,768,2015-06,4.77,48.2,61.1,73.9,51.4,0.33,15.89
Marinette,-87.9912,45.3469,768,2015-07,2.89,54.3,67.4,80.4,56.6,0.67,20.65
Marinette,-87.9912,45.3469,768,2015-08,2.05,54.4,65.4,76.3,57.0,0.56,15.85
Marinette,-87.9912,45.3469,768,2015-09,4.33,50.6,62.8,75.1,55.6,0.30,14.24
Marinette,-87.9912,45.3469,768,2015-10,2.65,35.4,47.0,58.6,38.3,0.41,9.15
Marinette,-87.9912,45.3469,768,2015-11,3.49,28.1,38.0,48.0,31.6,0.29,5.45
Marinette,-87.9912,45.3469,768,2015-12,4.06,26.1,32.3,38.5,27.7,0.22,2.49
Marinette,-87.9912,45.3469,768,2016-01,0.93,6.8,16.6,26.3,11.4,0.20,1.96
Marinette,-87.9912,45.3469,768,2016-02,0.92,12.2,21.9,31.6,15.6,0.29,2.73
Marinette,-87.9912,45.3469,768,2016-03,3.22,22.6,33.6,44.6,25.6,0.24,5.39
Marinette,-87.9912,45.3469,768,2016-04,2.68,27.9,38.8,49.7,27.3,0.54,8.44
Marinette,-87.9912,45.3469,768,2016-05,0.97,40.1,54.7,69.3,39.9,0.54,17.61
Marinette,-87.9912,45.3469,768,2016-06,6.34,50.6,63.6,76.6,52.5,0.42,18.60
Marinette,-87.9912,45.3469,768,2016-07,2.56,56.2,68.7,81.3,59.7,0.36,19.69
Marinette,-87.9912,45.3469,768,2016-08,2.65,57.1,68.8,80.6,61.1,0.25,17.89
Marinette,-87.9912,45.3469,768,2016-09,4.00,49.2,60.5,71.8,54.8,0.23,12.02
Marinette,-87.9912,45.3469,768,2016-10,2.53,36.1,47.6,59.2,42.5,0.16,7.90
Marinette,-87.9912,45.3469,768,2016-11,2.50,28.8,39.6,50.5,33.9,0.23,6.45
Marinette,-87.9912,45.3469,768,2016-12,2.05,12.8,20.7,28.5,14.5,0.28,2.16
Marinette,-87.9912,45.3469,768,2017-01,1.73,10.6,19.0,27.4,13.5,0.24,1.84
Marinette,-87.9912,45.3469,768,2017-02,1.08,14.4,25.2,36.0,17.1,0.35,4.40
Marinette,-87.9912,45.3469,768,2017-03,1.67,16.8,26.8,36.9,17.8,0.31,3.87
Marinette,-87.9912,45.3469,768,2017-04,4.38,31.4,43.8,56.3,32.7,0.47,9.42
Marinette,-87.9912,45.3469,768,2017-05,5.11,39.3,51.4,63.4,39.3,0.41,12.42
Marinette,-87.9912,45.3469,768,2017-06,9.79,51.6,63.8,76.1,53.0,0.41,18.12
Marinette,-87.9912,45.3469,768,2017-07,6.46,53.9,66.8,79.7,58.3,0.23,18.10
Marinette,-87.9912,45.3469,768,2017-08,5.34,50.4,62.1,73.8,55.3,0.17,13.83
Marinette,-87.9912,45.3469,768,2017-09,1.97,46.7,59.8,72.8,53.2,0.20,14.13
Marinette,-87.9912,45.3469,768,2017-10,2.76,36.4,48.4,60.4,41.3,0.35,9.72
Marinette,-87.9912,45.3469,768,2017-11,1.56,23.5,31.3,39.0,23.4,0.52,3.75
Marinette,-87.9912,45.3469,768,2017-12,1.90,6.0,15.7,25.4,10.1,0.24,2.39
Marinette,-87.9912,45.3469,768,2018-01,1.16,3.2,14.4,25.5,9.0,0.20,2.15
Marinette,-87.9912,45.3469,768,2018-02,1.33,4.4,16.0,27.6,7.5,0.29,3.03
Marinette,-87.9912,45.3469,768,2018-03,0.80,14.2,27.1,40.0,15.3,0.44,5.81
Marinette,-87.9912,45.3469,768,2018-04,3.12,20.2,32.4,44.6,17.8,0.58,7.95
Marinette,-87.9912,45.3469,768,2018-05,2.06,44.4,60.8,77.1,44.0,0.80,23.72
Marinette,-87.9912,45.3469,768,2018-06,3.99,50.2,63.1,76.0,53.8,0.29,16.78
Marinette,-87.9912,45.3469,768,2018-07,5.56,55.6,68.3,81.1,58.7,0.59,19.85
Marinette,-87.9912,45.3469,768,2018-08,3.04,55.2,67.1,79.0,60.2,0.29,16.67
Marinette,-87.9912,45.3469,768,2018-09,2.92,46.7,59.0,71.3,53.1,0.20,12.47
Marinette,-87.9912,45.3469,768,2018-10,5.46,32.6,41.8,51.0,35.8,0.26,5.28
Marinette,-87.9912,45.3469,768,2018-11,2.17,19.2,26.9,34.6,20.5,0.34,3.06
Marinette,-87.9912,45.3469,768,2018-12,1.08,16.5,24.4,32.4,20.3,0.21,2.20
Marinette,-87.9912,45.3469,768,2019-01,1.79,1.9,12.3,22.7,6.4,0.23,2.00
Marinette,-87.9912,45.3469,768,2019-02,3.93,0.5,12.3,24.1,8.5,0.20,1.76
Marinette,-87.9912,45.3469,768,2019-03,1.73,8.0,22.7,37.4,13.8,0.29,4.93
Marinette,-87.9912,45.3469,768,2019-04,5.21,28.5,39.3,50.0,28.1,0.52,7.88
Marinette,-87.9912,45.3469,768,2019-05,6.10,38.1,49.6,61.1,38.3,0.44,12.27
Marinette,-87.9912,45.3469,768,2019-06,3.79,48.3,61.5,74.7,50.2,0.45,17.94
Marinette,-87.9912,45.3469,768,2019-07,5.74,56.9,69.2,81.6,59.9,0.44,19.58
Marinette,-87.9912,45.3469,768,2019-08,3.61,50.7,63.3,75.8,55.3,0.26,15.78
Marinette,-87.9912,45.3469,768,2019-09,8.46,49.4,59.3,69.3,54.2,0.21,9.88
Marinette,-87.9912,45.3469,768,2019-10,4.32,34.0,44.3,54.6,37.3,0.23,7.14
Marinette,-87.9912,45.3469,768,2019-11,1.61,21.7,28.7,35.7,20.7,0.43,3.29
Marinette,-87.9912,45.3469,768,2019-12,4.25,14.6,22.4,30.2,19.0,0.19,1.72
Marinette,-87.9912,45.3469,768,2020-01,1.77,13.0,21.6,30.2,17.3,0.21,2.05
Marinette,-87.9912,45.3469,768,2020-02,0.93,5.4,18.2,30.9,9.5,0.33,3.51
Marinette,-87.9912,45.3469,768,2020-03,4.19,22.2,31.4,40.5,23.7,0.42,4.17
Marinette,-87.9912,45.3469,768,2020-04,2.81,28.0,38.3,48.5,25.5,0.60,7.38
Marinette,-87.9912,45.3469,768,2020-05,3.98,39.8,52.3,64.7,38.3,0.61,13.60
Marinette,-87.9912,45.3469,768,2020-06,4.52,50.8,64.3,77.8,52.3,0.54,20.15
Marinette,-87.9912,45.3469,768,2020-07,6.23,59.2,70.6,81.9,62.0,0.45,18.92
Marinette,-87.9912,45.3469,768,2020-08,2.23,55.3,67.6,79.8,58.4,0.41,18.16
Marinette,-87.9912,45.3469,768,2020-09,3.02,44.3,55.8,67.3,48.5,0.39,11.47
Marinette,-87.9912,45.3469,768,2020-10,3.28,29.5,40.0,50.6,31.5,0.33,7.35
Marinette,-87.9912,45.3469,768,2020-11,2.97,27.1,37.7,48.3,29.4,0.41,6.97
Marinette,-87.9912,45.3469,768,2020-12,0.61,17.0,24.8,32.5,19.1,0.34,2.69
Marinette,-87.9912,45.3469,768,2021-01,0.78,11.9,20.5,29.2,15.6,0.28,1.97
Marinette,-87.9912,45.3469,768,2021-02,1.35,-0.5,12.0,24.4,4.5,0.23,2.73
Marinette,-87.9912,45.3469,768,2021-03,1.99,22.2,34.2,46.2,23.5,0.55,6.59
Marinette,-87.9912,45.3469,768,2021-04,4.53,31.4,43.0,54.6,31.3,0.50,9.12
Marinette,-87.9912,45.3469,768,2021-05,2.33,41.5,53.0,64.5,39.9,0.78,12.63
Marinette,-87.9912,45.3469,768,2021-06,3.04,54.9,67.2,79.4,56.0,0.99,19.33
Marinette,-87.9912,45.3469,768,2021-07,3.99,55.7,67.5,79.4,58.1,0.85,18.06
Marinette,-87.9912,45.3469,768,2021-08,2.56,56.3,68.4,80.4,60.8,0.61,16.63
Marinette,-87.9912,45.3469,768,2021-09,1.74,46.1,59.2,72.4,50.8,0.50,14.44
Marinette,-87.9912,45.3469,768,2021-10,1.61,43.7,53.5,63.2,45.1,0.33,8.88
Marinette,-87.9912,45.3469,768,2021-11,1.27,23.7,33.7,43.6,24.6,0.49,5.20
Marinette,-87.9912,45.3469,768,2021-12,2.58,15.1,24.1,33.1,18.9,0.26,2.56
Marinette,-87.9912,45.3469,768,2022-01,0.48,-1.6,9.8,21.3,2.4,0.30,1.81
Marinette,-87.9912,45.3469,768,2022-02,0.63,3.1,14.9,26.8,6.0,0.39,2.62
Marinette,-87.9912,45.3469,768,2022-03,4.17,17.4,27.4,37.4,18.3,0.38,4.11
Marinette,-87.9912,45.3469,768,2022-04,3.42,29.4,38.0,46.7,27.9,0.63,6.18
Marinette,-87.9912,45.3469,768,2022-05,5.14,44.4,55.8,67.2,43.4,1.02,14.06
Marinette,-87.9912,45.3469,768,2022-06,1.83,50.9,63.8,76.7,52.0,1.15,18.91
Marinette,-87.9912,45.3469,768,2022-07,1.57,55.5,68.2,80.8,57.1,0.81,20.50
Marinette,-87.9912,45.3469,768,2022-08,5.76,54.8,66.5,78.2,58.8,0.40,16.58
Marinette,-87.9912,45.3469,768,2022-09,1.95,47.5,59.1,70.8,51.9,0.43,12.89
Marinette,-87.9912,45.3469,768,2022-10,1.23,34.0,46.2,58.4,38.3,0.45,9.34
Marinette,-87.9912,45.3469,768,2022-11,2.73,26.4,36.2,46.0,28.5,0.48,5.85
Marinette,-87.9912,45.3469,768,2022-12,1.78,14.1,21.6,29.1,15.6,0.33,2.03
Marinette,-87.9912,45.3469,768,2023-01,1.61,19.5,25.2,30.8,20.1,0.28,1.81
Marinette,-87.9912,45.3469,768,2023-02,1.71,11.7,21.8,32.0,14.2,0.36,3.25
Marinette,-87.9912,45.3469,768,2023-03,2.20,17.1,27.5,37.9,18.8,0.34,4.29
Marinette,-87.9912,45.3469,768,2023-04,4.84,30.6,41.5,52.4,30.9,0.68,9.25
Marinette,-87.9912,45.3469,768,2023-05,2.90,40.6,54.1,67.7,39.4,0.98,16.66
Marinette,-87.9912,45.3469,768,2023-06,2.18,50.9,64.2,77.6,51.9,0.82,20.08
Marinette,-87.9912,45.3469,768,2023-07,4.13,54.7,67.5,80.4,57.6,0.56,19.54
Marinette,-87.9912,45.3469,768,2023-08,3.96,53.0,65.3,77.5,56.8,0.49,16.71
Marinette,-87.9912,45.3469,768,2023-09,1.47,50.6,61.4,72.2,55.0,0.39,12.53
Marinette,-87.9912,45.3469,768,2023-10,5.18,38.7,48.5,58.2,41.5,0.37,7.79
Marinette,-87.9912,45.3469,768,2023-11,0.77,25.1,34.6,44.2,25.0,0.56,5.78
Marinette,-87.9912,45.3469,768,2023-12,1.39,24.1,31.5,39.0,27.2,0.24,2.77
Marinette,-87.9912,45.3469,768,2024-01,1.48,16.9,22.4,27.9,16.7,0.28,1.58
Marinette,-87.9912,45.3469,768,2024-02,0.56,17.9,29.1,40.2,20.5,0.37,4.91
Marinette,-87.9912,45.3469,768,2024-03,2.25,21.8,33.7,45.6,21.7,0.55,6.89
Marinette,-87.9912,45.3469,768,2024-04,4.62,33.5,44.9,56.2,31.4,0.72,10.51
Marinette,-87.9912,45.3469,768,2024-05,4.98,44.2,56.4,68.5,44.6,0.70,14.73
Marinette,-87.9912,45.3469,768,2024-06,6.41,53.2,64.5,75.7,54.6,0.85,16.09
Marinette,-87.9912,45.3469,768,2024-07,2.80,55.8,68.2,80.5,58.5,0.46,19.32
Marinette,-87.9912,45.3469,768,2024-08,1.66,55.0,67.5,79.9,58.3,0.55,18.55
Marinette,-87.9912,45.3469,768,2024-09,0.61,48.3,63.2,78.1,53.0,0.40,19.54
Marinette,-87.9912,45.3469,768,2024-10,1.86,35.6,51.7,67.8,38.2,0.68,16.20
Marinette,-87.9912,45.3469,768,2024-11,4.53,31.2,38.5,45.8,33.6,0.30,3.80
Marinette,-87.9912,45.3469,768,2024-12,1.58,16.4,24.0,31.7,18.1,0.32,2.37

Marquette,-89.4091,43.8261,833,2010-01,0.91,7.0,15.8,24.6,11.1,0.17,1.55
Marquette,-89.4091,43.8261,833,2010-02,0.79,11.9,21.6,31.3,14.8,0.31,2.92
Marquette,-89.4091,43.8261,833,2010-03,0.79,24.8,37.3,49.8,26.1,0.40,7.86
Marquette,-89.4091,43.8261,833,2010-04,4.00,37.9,51.0,64.1,35.0,1.28,14.66
Marquette,-89.4091,43.8261,833,2010-05,4.79,47.6,59.4,71.2,46.1,0.90,17.85
Marquette,-89.4091,43.8261,833,2010-06,8.50,57.3,67.2,77.2,58.5,0.75,15.29
Marquette,-89.4091,43.8261,833,2010-07,7.48,63.0,72.8,82.5,63.7,0.87,18.18
Marquette,-89.4091,43.8261,833,2010-08,4.41,61.7,72.1,82.5,63.4,0.88,18.33
Marquette,-89.4091,43.8261,833,2010-09,3.62,47.9,58.7,69.6,51.2,0.54,11.76
Marquette,-89.4091,43.8261,833,2010-10,2.01,36.7,50.5,64.4,38.4,0.47,13.30
Marquette,-89.4091,43.8261,833,2010-11,1.08,26.5,36.4,46.2,28.2,0.45,5.55
Marquette,-89.4091,43.8261,833,2010-12,1.65,8.7,17.3,25.9,13.3,0.19,1.49
Marquette,-89.4091,43.8261,833,2011-01,0.92,4.8,13.7,22.7,9.0,0.21,1.61
Marquette,-89.4091,43.8261,833,2011-02,1.93,9.6,19.4,29.2,13.7,0.29,2.50
Marquette,-89.4091,43.8261,833,2011-03,3.08,19.5,29.3,39.1,20.8,0.36,4.27
Marquette,-89.4091,43.8261,833,2011-04,4.51,33.7,42.8,51.9,32.8,0.54,7.51
Marquette,-89.4091,43.8261,833,2011-05,3.87,45.2,55.5,65.7,43.5,1.10,12.42
Marquette,-89.4091,43.8261,833,2011-06,4.84,55.8,66.0,76.2,55.1,1.69,16.99
Marquette,-89.4091,43.8261,833,2011-07,4.09,63.6,74.6,85.5,64.1,1.63,21.92
Marquette,-89.4091,43.8261,833,2011-08,1.70,58.1,69.9,81.8,59.6,0.81,20.76
Marquette,-89.4091,43.8261,833,2011-09,3.34,47.1,58.3,69.5,49.7,0.51,13.10
Marquette,-89.4091,43.8261,833,2011-10,1.82,37.7,50.3,62.9,39.2,0.60,12.81
Marquette,-89.4091,43.8261,833,2011-11,3.79,28.6,37.4,46.2,30.3,0.45,4.90
Marquette,-89.4091,43.8261,833,2011-12,1.26,18.9,27.7,36.5,22.0,0.25,3.03
Marquette,-89.4091,43.8261,833,2012-01,1.00,12.6,22.3,32.0,16.2,0.26,2.84
Marquette,-89.4091,43.8261,833,2012-02,1.01,19.1,28.3,37.4,20.0,0.36,3.78
Marquette,-89.4091,43.8261,833,2012-03,3.07,37.0,47.9,58.8,37.6,0.86,10.99
Marquette,-89.4091,43.8261,833,2012-04,3.88,34.3,46.1,57.9,32.0,0.78,10.73
Marquette,-89.4091,43.8261,833,2012-05,7.69,49.3,61.8,74.3,46.8,1.75,19.33
Marquette,-89.4091,43.8261,833,2012-06,0.96,56.3,69.4,82.6,52.9,2.27,26.38
Marquette,-89.4091,43.8261,833,2012-07,1.46,64.6,77.8,90.9,62.1,2.18,33.63
Marquette,-89.4091,43.8261,833,2012-08,2.88,56.7,69.2,81.6,56.0,1.21,23.24
Marquette,-89.4091,43.8261,833,2012-09,1.30,44.9,59.1,73.3,45.5,0.82,18.76
Marquette,-89.4091,43.8261,833,2012-10,5.90,35.1,46.3,57.6,36.6,0.50,8.49
Marquette,-89.4091,43.8261,833,2012-11,1.09,25.7,35.7,45.6,27.2,0.45,5.45
Marquette,-89.4091,43.8261,833,2012-12,2.24,19.5,27.2,35.0,22.6,0.24,2.50
Marquette,-89.4091,43.8261,833,2013-01,2.39,8.0,18.4,28.7,12.4,0.25,2.20
Marquette,-89.4091,43.8261,833,2013-02,1.51,8.3,18.1,27.9,12.7,0.23,2.13
Marquette,-89.4091,43.8261,833,2013-03,1.97,15.2,25.1,35.0,16.8,0.41,3.58
Marquette,-89.4091,43.8261,833,2013-04,4.84,31.1,40.3,49.4,29.4,0.58,6.95
Marquette,-89.4091,43.8261,833,2013-05,6.39,46.1,57.8,69.5,44.4,1.33,16.11
Marquette,-89.4091,43.8261,833,2013-06,7.37,56.0,65.9,75.8,56.2,0.86,15.67
Marquette,-89.4091,43.8261,833,2013-07,3.60,59.5,70.1,80.8,59.2,1.34,19.88
Marquette,-89.4091,43.8261,833,2013-08,2.51,56.6,68.8,81.0,58.1,1.02,20.61
Marquette,-89.4091,43.8261,833,2013-09,2.88,48.2,61.7,75.3,52.5,0.57,17.02
Marquette,-89.4091,43.8261,833,2013-10,2.89,36.3,47.5,58.7,39.3,0.38,9.36
Marquette,-89.4091,43.8261,833,2013-11,3.50,22.5,31.9,41.2,24.8,0.41,3.82
Marquette,-89.4091,43.8261,833,2013-12,1.16,4.8,14.3,23.8,9.5,0.22,1.68
Marquette,-89.4091,43.8261,833,2014-01,0.71,-2.9,7.9,18.7,0.9,0.28,1.48
Marquette,-89.4091,43.8261,833,2014-02,0.98,-2.5,9.1,20.8,1.3,0.27,2.06
Marquette,-89.4091,43.8261,833,2014-03,1.23,12.5,23.6,34.7,14.6,0.49,4.06
Marquette,-89.4091,43.8261,833,2014-04,7.43,31.3,42.3,53.2,30.9,0.62,8.60
Marquette,-89.4091,43.8261,833,2014-05,2.80,46.0,57.3,68.6,43.9,1.19,15.42
Marquette,-89.4091,43.8261,833,2014-06,7.82,59.3,69.2,79.2,57.6,1.41,18.26
Marquette,-89.4091,43.8261,833,2014-07,2.22,56.0,66.8,77.6,56.9,1.12,16.93
Marquette,-89.4091,43.8261,833,2014-08,6.79,58.5,69.5,80.5,60.5,0.88,17.38
Marquette,-89.4091,43.8261,833,2014-09,1.77,47.8,59.8,71.8,51.3,0.50,14.15
Marquette,-89.4091,43.8261,833,2014-10,3.25,36.7,47.0,57.3,39.0,0.40,7.92
Marquette,-89.4091,43.8261,833,2014-11,1.39,19.4,27.5,35.5,20.8,0.36,3.17
Marquette,-89.4091,43.8261,833,2014-12,1.41,19.7,26.2,32.7,21.8,0.20,1.79
Marquette,-89.4091,43.8261,833,2015-01,0.44,9.3,17.1,24.9,11.0,0.31,1.83
Marquette,-89.4091,43.8261,833,2015-02,0.51,-2.9,8.5,19.8,1.1,0.26,1.85
Marquette,-89.4091,43.8261,833,2015-03,0.45,19.4,31.9,44.4,19.2,0.56,7.31
Marquette,-89.4091,43.8261,833,2015-04,3.98,33.3,46.4,59.4,29.8,0.77,13.24
Marquette,-89.4091,43.8261,833,2015-05,6.60,48.0,59.1,70.2,47.1,0.93,14.79
Marquette,-89.4091,43.8261,833,2015-06,4.36,54.9,65.5,76.1,55.5,0.79,16.27
Marquette,-89.4091,43.8261,833,2015-07,1.84,57.8,69.3,80.8,59.0,0.81,19.46
Marquette,-89.4091,43.8261,833,2015-08,3.13,57.8,68.1,78.4,58.4,0.86,17.92
Marquette,-89.4091,43.8261,833,2015-09,5.68,54.7,66.1,77.5,57.5,0.55,16.33
Marquette,-89.4091,43.8261,833,2015-10,2.66,38.9,50.1,61.2,40.1,0.64,10.26
Marquette,-89.4091,43.8261,833,2015-11,3.38,30.9,40.9,50.9,32.7,0.48,6.84
Marquette,-89.4091,43.8261,833,2015-12,4.96,27.8,34.2,40.5,29.6,0.22,2.76
Marquette,-89.4091,43.8261,833,2016-01,1.13,9.4,17.6,25.7,12.6,0.25,1.75
Marquette,-89.4091,43.8261,833,2016-02,0.82,14.7,24.1,33.6,17.8,0.32,3.09
Marquette,-89.4091,43.8261,833,2016-03,5.53,28.3,38.0,47.8,30.0,0.34,6.10
Marquette,-89.4091,43.8261,833,2016-04,1.20,33.7,44.8,55.9,31.8,0.86,10.53
Marquette,-89.4091,43.8261,833,2016-05,3.89,45.2,57.6,70.1,42.7,1.08,17.49
Marquette,-89.4091,43.8261,833,2016-06,4.04,56.6,67.9,79.3,55.9,1.28,19.69
Marquette,-89.4091,43.8261,833,2016-07,5.06,61.1,71.4,81.6,62.5,0.73,17.66
Marquette,-89.4091,43.8261,833,2016-08,4.94,61.4,71.5,81.6,63.6,0.48,17.38
Marquette,-89.4091,43.8261,833,2016-09,7.66,54.4,64.3,74.3,56.9,0.52,13.18
Marquette,-89.4091,43.8261,833,2016-10,3.02,42.6,52.5,62.5,45.4,0.43,8.99
Marquette,-89.4091,43.8261,833,2016-11,1.93,31.9,43.1,54.3,35.2,0.35,7.92
Marquette,-89.4091,43.8261,833,2016-12,2.44,15.1,21.8,28.4,15.7,0.35,2.00
Marquette,-89.4091,43.8261,833,2017-01,2.66,14.1,21.2,28.3,16.2,0.22,1.59
Marquette,-89.4091,43.8261,833,2017-02,1.45,18.8,29.5,40.2,21.0,0.38,5.04
Marquette,-89.4091,43.8261,833,2017-03,2.90,22.5,31.7,40.9,21.8,0.53,4.35
Marquette,-89.4091,43.8261,833,2017-04,5.48,37.5,49.0,60.6,36.8,0.86,11.09
Marquette,-89.4091,43.8261,833,2017-05,3.66,44.8,55.3,65.9,43.2,0.91,12.97
Marquette,-89.4091,43.8261,833,2017-06,7.08,56.2,67.4,78.6,55.3,1.23,19.49
Marquette,-89.4091,43.8261,833,2017-07,6.00,59.7,70.2,80.7,61.8,0.62,16.46
Marquette,-89.4091,43.8261,833,2017-08,2.81,55.4,66.2,76.9,57.5,0.48,15.89
Marquette,-89.4091,43.8261,833,2017-09,1.20,51.3,63.6,75.9,54.5,0.46,17.01
Marquette,-89.4091,43.8261,833,2017-10,3.40,41.7,51.7,61.6,43.4,0.60,9.58
Marquette,-89.4091,43.8261,833,2017-11,0.59,23.9,33.3,42.8,25.1,0.48,4.68
Marquette,-89.4091,43.8261,833,2017-12,0.75,12.0,20.5,28.9,12.6,0.41,2.95
Marquette,-89.4091,43.8261,833,2018-01,0.96,7.6,17.4,27.3,11.1,0.27,2.25
Marquette,-89.4091,43.8261,833,2018-02,1.64,8.4,19.0,29.7,11.6,0.28,3.04
Marquette,-89.4091,43.8261,833,2018-03,0.86,21.0,32.0,43.0,19.0,0.57,6.21
Marquette,-89.4091,43.8261,833,2018-04,4.33,24.1,35.4,46.6,21.9,0.60,8.12
Marquette,-89.4091,43.8261,833,2018-05,8.56,52.4,63.9,75.4,50.5,1.48,19.23
Marquette,-89.4091,43.8261,833,2018-06,4.40,59.6,68.6,77.7,59.1,1.26,15.28
Marquette,-89.4091,43.8261,833,2018-07,5.51,60.0,71.3,82.7,61.0,0.88,20.26
Marquette,-89.4091,43.8261,833,2018-08,13.77,60.3,70.3,80.4,62.8,0.49,16.34
Marquette,-89.4091,43.8261,833,2018-09,7.84,52.6,63.0,73.4,55.4,0.49,13.10
Marquette,-89.4091,43.8261,833,2018-10,5.22,37.0,45.8,54.6,38.5,0.55,6.22
Marquette,-89.4091,43.8261,833,2018-11,2.10,22.7,29.5,36.3,21.9,0.48,3.30
Marquette,-89.4091,43.8261,833,2018-12,1.99,19.9,26.7,33.5,21.9,0.30,2.13
Marquette,-89.4091,43.8261,833,2019-01,2.29,5.3,14.5,23.7,8.9,0.23,1.85
Marquette,-89.4091,43.8261,833,2019-02,2.69,5.3,15.5,25.8,10.9,0.19,1.58
Marquette,-89.4091,43.8261,833,2019-03,1.44,16.2,27.7,39.2,17.9,0.43,5.07
Marquette,-89.4091,43.8261,833,2019-04,4.40,34.4,44.9,55.3,32.2,0.79,9.74
Marquette,-89.4091,43.8261,833,2019-05,5.23,43.9,53.5,63.2,43.3,0.74,11.30
Marquette,-89.4091,43.8261,833,2019-06,4.40,54.7,65.3,76.0,54.4,1.15,16.50
Marquette,-89.4091,43.8261,833,2019-07,5.97,62.8,73.2,83.5,63.7,1.06,18.95
Marquette,-89.4091,43.8261,833,2019-08,4.83,56.4,67.0,77.5,58.3,0.60,15.66
Marquette,-89.4091,43.8261,833,2019-09,6.65,54.4,63.5,72.7,57.4,0.57,11.03
Marquette,-89.4091,43.8261,833,2019-10,4.85,37.3,46.7,56.0,38.8,0.38,7.55
Marquette,-89.4091,43.8261,833,2019-11,2.36,22.7,29.6,36.5,23.0,0.33,3.04
Marquette,-89.4091,43.8261,833,2019-12,2.65,18.8,26.9,34.9,21.5,0.28,2.51
Marquette,-89.4091,43.8261,833,2020-01,1.27,15.2,23.3,31.3,18.5,0.32,2.02
Marquette,-89.4091,43.8261,833,2020-02,1.12,9.8,21.1,32.4,12.1,0.40,3.49
Marquette,-89.4091,43.8261,833,2020-03,3.99,27.9,36.3,44.6,27.8,0.61,4.68
Marquette,-89.4091,43.8261,833,2020-04,1.95,31.2,42.0,52.8,29.7,0.67,8.18
Marquette,-89.4091,43.8261,833,2020-05,5.31,44.5,55.3,66.0,41.7,1.01,13.06
Marquette,-89.4091,43.8261,833,2020-06,5.02,56.4,67.9,79.4,56.2,1.07,18.72
Marquette,-89.4091,43.8261,833,2020-07,4.67,62.8,73.2,83.6,64.6,0.68,18.84
Marquette,-89.4091,43.8261,833,2020-08,5.37,57.6,69.7,81.7,60.2,0.51,18.85
Marquette,-89.4091,43.8261,833,2020-09,3.10,48.7,58.4,68.0,50.9,0.66,10.89
Marquette,-89.4091,43.8261,833,2020-10,5.62,33.2,42.9,52.7,33.2,0.53,8.00
Marquette,-89.4091,43.8261,833,2020-11,2.53,29.1,40.1,51.1,31.0,0.57,7.42
Marquette,-89.4091,43.8261,833,2020-12,0.65,17.2,25.6,33.9,19.5,0.34,2.89
