County,Year,Month,solar_radiation,humidity,wind_speed,wind_speed_max,precip,temp_min,temp_mean,temp_max,dewpoint_mean,vpd_min,vpd_max
langlade,1989,7,22.03,67.98,1.92,4.93,1.59,54.4,67.6,80.8,57.4,0.51,20.17
langlade,1989,8,18.67,68.96,2.34,6.39,2.63,52.0,64.5,76.9,56.0,0.24,16.09
langlade,1989,9,15.46,63.25,2.66,8.32,1.04,41.5,55.1,68.8,46.8,0.1,12.59
langlade,1990,4,18.31,68.29,3.55,7.97,1.68,31.6,43.8,56.0,31.1,0.69,10.5
langlade,1990,5,18.93,67.34,2.68,8.04,4.18,37.3,49.5,61.7,37.1,0.73,11.36
langlade,1990,6,19.15,80.25,2.99,7.02,7.85,50.5,61.6,72.7,52.7,0.0,14.06
langlade,1990,7,19.89,73.73,2.35,6.39,2.9,53.5,64.7,76.0,56.1,0.35,14.84
langlade,1990,8,18.33,78.15,2.24,5.54,6.11,52.7,63.9,75.1,56.2,0.09,13.89
langlade,1990,9,12.73,77.42,2.5,6.37,5.2,46.6,57.2,67.7,50.2,0.27,10.57
langlade,1991,4,16.02,77.8,3.26,8.87,4.31,33.0,44.6,56.2,32.1,0.61,10.03
langlade,1991,5,17.12,82.08,2.67,7.21,5.91,47.7,57.5,67.2,48.0,0.74,11.95
langlade,1991,6,23.04,78.3,2.35,6.19,3.88,53.6,65.8,78.0,55.3,0.7,17.2
langlade,1991,7,20.64,79.54,2.2,5.71,3.52,54.3,64.8,75.3,57.1,0.15,13.82
langlade,1991,8,19.64,76.85,2.18,5.35,2.5,54.0,65.8,77.6,56.7,0.5,16.87
langlade,1991,9,12.46,77.83,2.89,6.88,3.86,42.4,53.3,64.3,46.7,0.02,9.49
langlade,1992,4,13.61,82.68,3.16,6.98,2.84,29.0,37.4,45.7,29.3,0.3,5.03
langlade,1992,5,21.88,74.36,2.67,7.82,2.95,39.4,53.3,67.2,39.0,0.87,14.96
langlade,1992,6,19.79,76.34,2.24,7.03,2.32,46.0,58.4,70.8,47.4,0.55,14.81
langlade,1992,7,18.37,79.4,2.32,6.87,2.27,49.0,60.2,71.3,51.5,0.44,12.95
langlade,1992,8,18.41,76.41,2.2,7.27,3.81,47.6,60.3,72.9,50.9,0.26,15.01
langlade,1992,9,11.93,78.01,2.86,7.09,7.16,43.2,53.5,63.9,46.5,0.5,8.89
langlade,1993,4,14.65,77.73,3.33,8.72,3.74,27.2,37.4,47.6,25.6,0.56,6.76
langlade,1993,5,16.94,79.59,2.8,7.11,5.29,41.5,52.4,63.2,40.6,0.82,11.32
langlade,1993,6,19.4,81.98,2.73,6.75,7.25,49.3,59.3,69.3,49.9,0.67,12.05
langlade,1993,7,18.83,83.42,2.55,7.08,2.83,55.2,65.4,75.6,57.6,0.14,13.56
langlade,1993,8,16.61,83.87,2.1,5.9,3.5,56.1,66.6,77.0,57.3,1.09,15.56
langlade,1993,9,11.98,81.11,2.64,6.95,3.87,39.9,50.6,61.2,42.5,0.49,9.22
langlade,1994,4,16.69,74.31,3.63,10.04,3.53,28.9,40.8,52.7,24.4,1.18,9.75
langlade,1994,5,21.51,73.94,2.69,7.48,1.53,40.0,54.0,68.0,37.7,1.27,16.61
langlade,1994,6,22.07,78.29,2.33,6.72,2.27,51.8,64.4,77.0,51.5,1.28,18.64
langlade,1994,7,19.19,81.28,2.34,5.93,4.09,53.5,64.1,74.8,55.4,0.57,13.69
langlade,1994,8,17.59,79.28,2.29,6.45,2.7,51.8,62.5,73.2,53.3,0.97,13.61
langlade,1994,9,13.1,81.45,2.4,5.4,7.6,48.8,59.0,69.1,50.9,0.4,11.62
langlade,1995,4,14.89,75.23,3.19,8.21,2.16,25.2,35.6,46.0,22.9,0.64,6.67
langlade,1995,5,18.19,74.25,2.9,6.97,3.3,40.0,52.1,64.2,37.4,1.22,13.62
langlade,1995,6,22.52,77.6,1.92,5.11,1.86,54.3,66.8,79.4,54.8,1.19,20.17
langlade,1995,7,19.68,79.08,2.63,6.34,2.6,55.1,66.5,78.0,57.2,0.56,17.0
langlade,1995,8,15.5,83.99,2.32,6.67,7.65,59.3,68.6,77.8,60.7,0.93,13.08
langlade,1995,9,14.6,77.27,2.39,6.33,1.96,41.5,53.6,65.7,45.4,0.15,11.44
langlade,1996,4,17.72,79.93,3.4,7.4,2.65,25.0,35.4,45.7,23.0,0.69,6.72
langlade,1996,5,19.9,75.72,2.47,6.5,1.43,37.8,49.3,60.9,34.4,1.12,12.19
langlade,1996,6,17.8,83.18,2.45,5.95,5.78,51.4,61.8,72.3,53.2,0.43,13.52
langlade,1996,7,19.37,81.64,2.51,5.96,4.67,51.4,62.3,73.2,55.4,0.0,12.61
langlade,1996,8,19.51,80.42,2.29,6.17,2.5,53.2,64.4,75.5,58.6,0.12,11.78
langlade,1996,9,12.93,80.12,2.44,6.13,1.9,46.4,56.4,66.4,49.8,0.24,10.35
langlade,1997,4,18.24,76.44,3.01,9.43,0.99,26.4,38.3,50.2,25.5,0.37,8.1
langlade,1997,5,19.19,77.08,2.94,7.7,2.75,35.5,45.9,56.3,35.4,0.45,8.63
langlade,1997,6,22.27,79.82,2.1,7.62,2.86,51.5,63.6,75.7,53.8,0.34,16.45
langlade,1997,7,20.72,82.21,2.27,5.3,4.1,54.4,64.7,75.0,58.3,0.28,11.93
langlade,1997,8,17.12,81.62,2.17,5.0,3.71,50.3,60.4,70.4,55.2,0.24,10.07
langlade,1997,9,14.09,82.69,2.72,7.33,3.63,46.4,56.9,67.3,50.9,0.34,9.43
langlade,1998,4,19.96,71.18,2.85,8.25,1.46,32.0,45.0,58.0,28.1,0.94,11.89
langlade,1998,5,22.67,73.49,2.83,8.45,2.0,45.6,59.1,72.6,45.9,0.89,17.34
langlade,1998,6,20.48,78.17,2.69,7.08,5.47,50.2,60.5,70.8,53.2,0.13,11.66
langlade,1998,7,23.3,72.03,2.23,6.78,0.49,52.8,65.5,78.2,57.0,0.04,17.08
langlade,1998,8,18.59,75.39,2.27,4.82,3.01,55.3,66.7,78.0,58.4,0.45,16.06
langlade,1998,9,15.26,71.71,2.45,5.63,3.1,46.7,60.5,74.4,51.3,0.29,16.61
langlade,1999,4,16.74,69.23,2.83,8.88,1.48,32.8,44.2,55.6,31.2,0.69,9.38
langlade,1999,5,19.21,73.28,3.34,7.3,5.29,44.8,55.8,66.9,44.5,0.96,12.63
langlade,1999,6,20.55,77.94,2.49,6.23,3.78,51.2,62.3,73.5,54.8,0.24,12.7
langlade,1999,7,21.85,80.6,2.63,6.03,9.44,58.4,69.2,80.1,62.6,0.14,15.18
langlade,1999,8,18.12,78.22,2.32,6.49,3.4,51.8,62.8,73.8,57.2,0.07,11.69
langlade,1999,9,14.78,73.32,2.63,7.11,1.55,42.7,54.6,66.5,48.5,0.13,10.48
langlade,2000,4,15.94,69.47,3.14,8.35,2.18,28.1,40.2,52.3,28.0,0.17,9.31
langlade,2000,5,19.07,70.88,2.89,7.38,3.64,43.1,54.6,66.2,44.9,0.32,12.09
langlade,2000,6,18.99,77.29,2.94,7.97,5.64,49.2,59.5,69.7,52.6,0.13,11.41
langlade,2000,7,19.85,77.74,2.29,6.04,5.2,54.2,64.4,74.7,57.1,0.37,13.13
langlade,2000,8,18.98,75.32,2.32,5.5,2.79,53.7,64.7,75.8,57.3,0.4,14.65
langlade,2000,9,14.06,72.1,2.86,6.52,5.29,44.2,55.3,66.3,46.8,0.79,10.98
langlade,2001,4,15.78,75.83,3.77,11.09,3.55,32.4,43.3,54.2,31.5,0.81,8.55
langlade,2001,5,18.1,75.79,2.72,7.4,4.94,44.2,55.3,66.5,43.9,0.68,13.02
langlade,2001,6,20.11,79.29,2.63,6.29,3.42,52.2,62.3,72.4,53.7,0.54,13.81
langlade,2001,7,21.59,73.16,2.29,5.59,2.84,53.6,66.2,78.7,56.2,0.25,18.21
langlade,2001,8,19.0,75.23,2.29,6.12,3.73,55.6,67.2,78.9,59.6,0.2,16.62
langlade,2001,9,14.25,77.2,2.38,6.58,3.4,44.7,54.7,64.8,48.7,0.29,9.35
langlade,2002,4,15.44,79.02,3.31,7.65,4.73,28.8,38.4,48.1,30.8,0.32,6.41
langlade,2002,5,19.94,75.79,3.01,9.22,3.9,37.1,47.4,57.8,36.0,0.65,9.75
langlade,2002,6,19.66,82.65,2.64,6.37,3.97,53.5,63.5,73.4,55.3,0.59,13.26
langlade,2002,7,23.09,80.0,2.26,4.96,4.25,60.0,71.0,82.1,61.4,1.07,18.86
langlade,2002,8,19.48,78.45,2.27,7.76,5.99,54.8,65.1,75.4,58.0,0.56,13.18
langlade,2002,9,13.07,82.47,2.38,6.08,4.63,49.9,59.4,68.8,53.4,0.57,10.63
langlade,2003,4,17.14,78.73,3.42,8.13,4.12,27.4,39.2,50.9,25.4,0.95,9.07
langlade,2003,5,19.67,75.04,2.77,9.23,3.99,39.7,51.6,63.6,36.4,0.92,13.32
langlade,2003,6,21.89,78.53,2.12,6.0,3.79,49.9,60.9,72.0,49.9,0.81,15.11
langlade,2003,7,21.47,78.2,2.36,5.84,1.88,54.5,66.0,77.6,56.8,0.45,17.01
langlade,2003,8,19.53,76.99,2.02,5.77,3.49,55.4,67.3,79.2,59.4,0.27,16.76
langlade,2003,9,14.15,74.78,2.88,6.49,4.21,46.8,57.4,68.0,49.3,0.53,13.03
langlade,2004,4,16.66,74.66,3.15,9.63,2.21,29.7,40.6,51.4,29.9,0.52,7.79
langlade,2004,5,17.1,78.14,3.07,7.15,5.4,40.0,50.1,60.1,40.5,0.56,8.84
langlade,2004,6,21.94,79.36,2.79,6.68,3.74,48.9,59.6,70.3,49.8,0.66,13.56
langlade,2004,7,20.54,79.43,2.18,5.44,2.32,53.4,64.4,75.3,55.2,0.5,15.48
langlade,2004,8,17.64,77.98,2.42,7.09,3.02,49.0,59.7,70.3,51.3,0.49,12.17
langlade,2004,9,15.87,76.4,2.69,7.36,1.41,48.2,60.6,73.0,52.5,0.41,14.2
langlade,2005,4,18.13,68.36,3.14,8.07,1.5,32.8,45.3,57.8,29.9,0.99,11.44
langlade,2005,5,17.63,73.88,3.0,5.68,2.39,39.9,50.2,60.5,39.2,0.52,10.78
langlade,2005,6,23.17,75.69,2.87,7.92,4.33,56.2,67.5,78.7,57.1,0.98,17.41
langlade,2005,7,23.17,65.92,2.26,6.11,2.24,55.7,68.2,80.7,57.5,0.62,20.92
langlade,2005,8,19.44,67.7,2.36,6.08,3.62,54.6,66.2,77.8,56.7,0.56,17.55
langlade,2005,9,15.27,69.71,2.63,7.91,3.53,48.8,60.9,73.1,52.1,0.64,15.1
langlade,2006,4,18.01,66.44,3.45,8.7,0.99,34.1,46.5,58.9,30.8,1.07,11.88
langlade,2006,5,18.03,75.43,3.14,9.75,5.05,44.0,53.8,63.5,44.5,0.68,10.86
langlade,2006,6,23.61,67.72,2.3,5.54,1.47,50.4,62.5,74.7,50.0,1.12,17.76
langlade,2006,7,22.64,63.74,2.41,6.01,4.15,56.7,69.8,82.8,57.7,0.88,23.24
langlade,2006,8,18.38,70.09,2.15,5.51,3.93,53.8,64.9,75.9,56.1,0.77,15.39
langlade,2006,9,14.07,72.61,2.57,6.72,4.02,42.5,53.3,64.2,46.3,0.33,10.72
langlade,2007,4,17.46,67.18,3.47,9.36,2.22,29.7,40.4,51.1,26.5,0.81,9.86
langlade,2007,5,19.91,69.23,3.41,8.72,2.35,44.4,56.7,69.0,41.7,1.54,15.69
langlade,2007,6,24.24,67.9,2.66,8.0,2.68,52.7,64.5,76.4,53.7,1.0,17.7
langlade,2007,7,22.69,68.5,2.26,7.57,5.14,54.9,66.3,77.8,56.1,0.59,17.99
langlade,2007,8,17.88,65.92,2.51,6.39,2.31,55.4,66.1,76.8,56.0,0.92,17.44
langlade,2007,9,14.39,73.17,3.11,7.6,1.88,48.5,59.4,70.4,50.0,1.05,13.81
langlade,2008,4,15.77,77.16,3.62,10.42,3.55,30.2,40.0,49.8,30.0,0.52,7.45
langlade,2008,5,21.28,70.87,3.01,6.76,4.43,37.1,49.4,61.8,35.9,0.61,12.24
langlade,2008,6,20.42,78.34,2.95,8.65,4.77,51.7,61.8,71.9,52.0,0.67,14.08
langlade,2008,7,22.47,76.68,2.58,6.99,1.59,55.1,66.8,78.5,56.6,0.62,17.85
langlade,2008,8,21.14,71.23,2.15,5.51,0.9,50.5,64.0,77.6,55.0,0.29,17.67
langlade,2008,9,13.54,77.14,2.61,6.14,1.6,47.6,58.4,69.2,50.9,0.43,12.31
langlade,2009,4,17.35,70.63,3.35,7.88,3.9,29.5,39.9,50.4,24.6,0.87,8.49
langlade,2009,5,20.85,68.06,3.24,7.81,3.11,40.7,52.2,63.8,37.4,1.15,13.44
langlade,2009,6,20.6,75.65,2.55,7.01,1.52,50.6,61.0,71.4,49.8,1.06,15.52
langlade,2009,7,20.99,72.03,2.54,6.81,2.33,49.8,61.2,72.7,50.6,0.75,15.78
langlade,2009,8,17.85,77.2,2.54,6.36,4.88,51.4,62.2,73.0,54.5,0.49,13.5
langlade,2009,9,16.28,73.52,1.9,8.54,0.62,46.0,59.1,72.3,51.1,0.25,14.62
langlade,2010,4,18.52,66.75,3.5,8.16,1.06,34.2,47.1,60.0,30.6,1.1,12.73
langlade,2010,5,21.44,67.79,2.87,7.74,1.7,43.8,55.8,67.8,42.2,0.89,15.98
langlade,2010,6,18.07,79.54,2.41,6.51,5.33,52.7,62.0,71.2,54.6,0.49,12.1
langlade,2010,7,20.73,80.07,2.5,6.77,6.95,58.0,67.9,77.8,60.0,0.56,15.18
langlade,2010,8,19.15,80.09,2.73,6.21,3.1,57.2,67.6,78.0,60.7,0.42,14.98
langlade,2010,9,13.12,81.19,2.98,8.19,8.6,42.6,53.1,63.5,48.1,0.22,8.12
langlade,2011,4,14.96,80.14,3.32,8.72,3.17,28.0,37.4,46.9,28.7,0.27,5.93
langlade,2011,5,17.57,79.47,2.97,7.27,2.29,41.5,51.4,61.2,40.0,0.76,10.43
langlade,2011,6,20.33,80.87,2.87,7.66,4.62,50.6,61.1,71.6,51.7,0.98,13.82
langlade,2011,7,20.98,83.66,2.32,5.42,2.64,58.4,69.6,80.8,61.9,0.57,16.44
langlade,2011,8,19.32,79.11,2.18,6.82,2.29,52.8,64.9,77.0,57.2,0.26,15.81
langlade,2011,9,13.56,78.71,2.51,8.9,4.87,43.3,54.1,64.9,48.6,0.21,9.45
langlade,2012,4,18.44,71.65,3.1,8.08,2.02,30.2,41.8,53.5,28.8,0.4,8.9
langlade,2012,5,21.56,73.46,3.15,8.99,3.82,43.0,55.6,68.3,43.9,0.77,14.4
langlade,2012,6,23.0,72.98,2.69,6.65,5.31,51.9,63.4,75.0,52.4,0.72,16.53
langlade,2012,7,23.43,75.52,1.99,5.69,3.91,57.3,70.0,82.8,60.9,0.32,19.99
langlade,2012,8,19.55,69.24,2.2,5.82,1.95,50.6,63.5,76.4,54.4,0.34,17.47
langlade,2012,9,15.37,68.74,2.43,7.3,1.53,40.1,53.7,67.4,43.7,0.32,14.33
langlade,2013,4,15.97,82.02,3.43,8.53,3.42,25.0,33.7,42.4,26.3,0.21,5.05
langlade,2013,5,19.72,76.18,2.92,6.54,3.96,40.6,52.6,64.6,40.7,0.57,13.19
langlade,2013,6,19.26,81.4,2.41,5.7,5.41,50.2,60.4,70.7,53.2,0.24,11.61
langlade,2013,7,21.79,80.51,2.5,6.74,4.23,55.1,65.9,76.7,57.0,0.57,15.84
langlade,2013,8,19.34,78.78,2.16,5.35,4.88,51.5,63.7,75.9,55.9,0.26,15.18
langlade,2013,9,15.62,79.4,2.61,7.63,2.26,43.4,56.3,69.2,50.8,0.19,10.91
langlade,2014,4,14.42,81.03,3.73,8.83,4.03,25.1,34.8,44.4,27.5,0.32,5.2
langlade,2014,5,19.7,79.89,2.65,6.65,3.06,40.6,51.9,63.1,41.0,0.35,11.7
langlade,2014,6,19.71,82.1,2.73,7.55,5.65,52.8,63.1,73.4,54.6,0.38,13.11
langlade,2014,7,20.2,81.2,2.81,5.9,2.06,50.8,61.9,73.1,54.8,0.36,12.87
langlade,2014,8,16.73,82.89,2.02,5.94,7.5,51.8,62.8,73.9,57.0,0.09,12.08
langlade,2014,9,13.94,83.76,2.6,7.3,4.99,43.2,54.4,65.6,49.0,0.08,9.63
langlade,2015,4,18.97,73.89,3.36,9.1,2.51,29.5,41.3,53.1,26.6,0.59,10.09
langlade,2015,5,19.19,79.0,2.96,7.32,5.29,42.1,53.9,65.7,43.4,0.48,11.98
langlade,2015,6,21.36,80.7,2.34,6.65,4.41,48.7,59.8,71.0,51.9,0.23,12.35
langlade,2015,7,23.25,79.94,2.43,7.02,2.33,53.5,65.5,77.4,56.7,0.38,16.48
langlade,2015,8,16.49,82.6,2.58,6.29,4.06,52.8,62.8,72.7,56.5,0.31,12.19
langlade,2015,9,14.66,81.79,2.34,6.03,4.07,50.7,61.6,72.5,55.6,0.29,11.62
langlade,2016,4,15.67,78.59,3.31,7.58,2.72,28.8,38.9,49.0,27.8,0.62,7.88
langlade,2016,5,20.55,76.85,2.7,6.38,2.26,40.3,52.9,65.4,40.2,0.47,13.89
langlade,2016,6,23.2,80.87,2.75,6.6,8.0,50.7,62.3,73.8,53.0,0.26,14.83
langlade,2016,7,22.01,83.11,2.49,6.14,4.77,55.0,66.7,78.3,59.4,0.14,15.94
langlade,2016,8,18.12,84.06,2.23,6.59,3.28,56.1,66.8,77.6,60.6,0.11,14.28
langlade,2016,9,13.2,84.75,2.74,7.23,4.33,48.6,59.1,69.7,54.5,0.08,10.18
langlade,2017,4,14.8,82.62,3.13,8.21,5.06,32.0,43.1,54.2,33.3,0.41,8.18
langlade,2017,5,18.04,80.67,2.7,7.06,4.92,39.8,50.4,61.0,39.8,0.4,10.26
langlade,2017,6,21.28,83.03,2.6,7.46,6.88,51.2,62.4,73.5,53.1,0.26,15.3
langlade,2017,7,22.69,82.78,2.1,4.66,2.28,53.3,65.8,78.4,58.1,0.05,16.61
langlade,2017,8,17.04,83.82,2.31,6.66,3.97,49.9,61.1,72.4,54.9,0.1,12.41
langlade,2017,9,14.71,85.47,2.46,5.78,3.0,46.5,58.8,71.0,53.1,0.14,12.24
langlade,2018,4,19.22,80.05,3.03,8.2,2.73,17.7,29.3,41.0,18.0,0.34,6.3
langlade,2018,5,21.98,77.83,2.31,6.69,3.21,46.2,60.0,73.8,45.1,0.91,19.24
langlade,2018,6,21.85,80.9,2.56,6.39,5.22,52.0,63.7,75.3,54.6,0.5,15.39
langlade,2018,7,22.5,80.53,2.26,6.87,1.79,54.2,67.0,79.8,58.2,0.29,18.52
langlade,2018,8,16.03,82.69,2.07,5.26,3.65,54.6,66.3,78.0,59.8,0.16,15.79
langlade,2018,9,13.92,83.82,2.36,8.33,4.59,47.6,58.7,69.8,53.0,0.17,11.15
langlade,2019,4,14.11,82.14,3.16,8.36,4.19,28.6,38.5,48.3,28.1,0.5,7.01
langlade,2019,5,17.87,81.48,2.64,6.76,5.58,38.8,49.0,59.1,38.2,0.53,10.61
langlade,2019,6,22.34,80.48,2.28,5.5,3.99,49.6,61.3,72.9,50.4,0.82,15.72
langlade,2019,7,23.45,81.68,2.26,5.9,4.91,57.0,68.3,79.7,59.8,0.4,16.92
langlade,2019,8,18.25,81.68,2.12,6.58,3.07,51.0,62.1,73.3,54.9,0.25,12.87
langlade,2019,9,11.39,87.13,2.88,8.2,6.1,49.8,58.4,67.1,54.1,0.25,8.11
langlade,2020,4,16.5,81.02,3.22,7.4,2.65,27.2,37.0,46.8,25.5,0.53,6.51
langlade,2020,5,20.42,79.64,2.83,6.75,4.48,41.3,51.4,61.4,38.3,0.88,10.98
langlade,2020,6,23.32,81.27,2.66,5.63,6.52,51.7,63.0,74.3,52.2,0.9,15.55
langlade,2020,7,22.29,83.57,2.11,5.6,11.33,58.7,69.6,80.5,61.4,0.54,17.13
langlade,2020,8,18.85,84.46,2.31,6.26,2.47,54.9,66.0,77.0,57.8,0.45,15.32
langlade,2020,9,12.81,84.55,2.6,7.4,3.04,44.7,54.8,64.8,47.9,0.56,9.73
langlade,2021,4,16.44,81.06,2.78,6.46,4.56,31.8,42.1,52.4,31.1,0.59,8.08
langlade,2021,5,17.87,79.23,2.6,5.73,2.95,42.1,52.4,62.7,39.7,0.91,11.04
langlade,2021,6,23.1,82.29,2.22,6.46,5.91,55.8,66.7,77.6,56.1,1.07,17.39
langlade,2021,7,22.49,80.32,2.0,6.47,4.97,55.3,66.8,78.2,57.9,0.76,16.69
langlade,2021,8,18.16,83.95,2.19,5.76,5.38,55.7,66.6,77.6,59.5,0.5,14.33
langlade,2021,9,15.39,81.18,2.39,6.66,2.1,44.8,57.2,69.7,49.8,0.44,12.21
langlade,2022,4,13.96,80.79,3.98,8.97,3.46,27.9,36.1,44.4,27.6,0.47,5.06
langlade,2022,5,18.9,80.01,2.8,8.98,3.97,44.7,55.4,66.1,44.0,0.74,12.84
langlade,2022,6,22.69,78.88,2.7,7.59,2.22,50.5,62.6,74.7,51.8,0.96,16.33
langlade,2022,7,22.24,79.37,2.4,6.58,2.19,55.2,66.7,78.2,57.7,0.42,16.85
langlade,2022,8,18.34,82.02,2.2,5.76,5.85,54.4,65.1,75.8,58.3,0.23,14.2
langlade,2022,9,14.87,80.47,2.41,6.03,1.52,46.3,57.5,68.7,51.6,0.19,11.06
langlade,2023,4,15.21,85.15,3.65,9.37,5.11,29.6,39.4,49.2,29.9,0.67,7.89
langlade,2023,5,20.91,76.03,2.54,7.79,1.5,41.8,54.6,67.4,39.9,1.09,16.17
langlade,2023,6,21.61,78.28,2.03,6.33,1.64,52.2,64.5,76.7,52.2,1.11,19.01
langlade,2023,7,20.59,79.27,1.95,5.15,4.21,53.5,65.4,77.4,56.8,0.45,16.53
langlade,2023,8,18.57,78.25,2.07,6.66,2.16,52.4,64.2,76.1,56.4,0.46,15.28
langlade,2023,9,11.25,80.36,2.31,5.05,2.95,50.7,60.2,69.7,54.0,0.56,11.17
langlade,2024,4,15.29,75.12,3.76,9.39,3.72,33.0,42.7,52.3,31.1,0.62,8.16
langlade,2024,5,19.45,76.43,2.78,7.93,5.47,44.2,55.4,66.6,44.7,0.6,12.94
langlade,2024,6,19.03,80.86,2.84,6.81,8.13,53.6,63.0,72.4,54.8,0.68,12.73
langlade,2024,7,20.88,81.33,2.01,5.58,4.12,56.0,66.5,77.0,58.4,0.38,15.05
langlade,2024,8,17.44,79.9,2.12,5.53,2.51,55.1,65.5,76.0,58.3,0.44,14.19
langlade,2024,9,16.93,75.09,2.14,5.03,0.73,48.3,61.6,74.9,52.3,0.42,16.44
lincoln,1984,4,18.31,74.98,4.27,10.39,3.08,32.4,43.8,55.3,27.0,1.34,10.03
lincoln,1984,5,19.33,76.03,3.04,8.89,1.63,37.5,49.7,61.9,37.3,0.64,11.79
lincoln,1984,6,19.81,81.84,3.16,9.72,3.9,52.5,63.6,74.8,54.2,0.78,14.14
lincoln,1984,7,20.49,78.62,2.65,6.89,3.2,52.8,65.2,77.6,56.3,0.37,16.17
lincoln,1984,8,16.62,79.69,2.31,5.95,3.04,56.0,67.0,78.1,59.1,0.43,14.47
lincoln,1984,9,13.61,76.52,2.96,6.68,4.27,42.2,53.3,64.5,44.8,0.42,10.31
lincoln,1985,4,16.86,81.84,3.6,8.93,2.57,32.9,44.1,55.3,32.4,0.58,9.32
lincoln,1985,5,19.42,76.57,3.15,8.77,3.46,44.1,56.9,69.7,44.2,0.81,14.52
lincoln,1985,6,22.06,76.36,2.94,8.84,3.5,46.6,58.7,70.8,47.3,0.78,14.39
lincoln,1985,7,21.99,76.96,2.53,6.85,2.65,52.2,64.8,77.3,55.4,0.36,16.7
lincoln,1985,8,16.23,77.73,2.8,7.31,5.72,51.1,62.1,73.1,54.2,0.44,13.31
lincoln,1985,9,11.69,83.16,2.99,7.29,7.9,45.1,55.5,65.9,49.3,0.19,9.19
lincoln,1986,4,16.97,80.36,4.17,9.78,2.6,34.9,46.1,57.4,31.4,1.29,10.38
lincoln,1986,5,20.76,77.39,2.85,9.38,0.8,43.6,56.4,69.2,43.3,1.07,15.0
lincoln,1986,6,21.97,78.82,3.1,6.72,4.98,48.3,61.2,74.1,50.2,0.84,15.41
lincoln,1986,7,18.69,83.06,2.53,6.25,5.97,56.8,67.5,78.2,59.1,0.67,15.61
lincoln,1986,8,17.98,80.14,2.68,5.95,3.61,49.3,60.6,72.0,52.6,0.38,12.69
lincoln,1986,9,10.85,84.05,2.82,6.35,8.63,46.0,55.7,65.3,49.2,0.34,9.49
lincoln,1987,4,17.92,74.12,3.13,9.48,1.11,30.7,45.7,60.8,29.5,0.81,13.67
lincoln,1987,5,20.25,75.25,3.08,7.07,2.58,41.8,55.3,68.9,42.7,0.59,14.82
lincoln,1987,6,22.35,73.76,2.47,6.57,2.3,52.1,64.9,77.7,54.3,0.77,19.15
lincoln,1987,7,19.61,79.35,2.51,6.25,4.0,57.1,68.5,79.9,60.3,0.21,16.15
lincoln,1987,8,16.75,74.79,2.78,6.34,2.11,52.5,63.8,75.2,56.7,0.19,13.51
lincoln,1987,9,13.61,75.24,2.55,6.44,1.79,43.7,56.8,70.0,48.7,0.11,13.26
lincoln,1988,4,18.65,66.74,3.36,8.71,1.61,28.3,41.4,54.6,25.1,0.82,10.14
lincoln,1988,5,21.93,66.33,2.91,8.37,1.39,41.8,57.5,73.2,40.6,1.11,19.52
lincoln,1988,6,22.66,56.83,2.8,7.23,1.78,50.4,65.5,80.6,49.7,1.87,24.63
lincoln,1988,7,21.18,54.21,2.51,7.01,3.4,56.1,69.9,83.6,56.1,1.28,25.04
lincoln,1988,8,17.0,65.07,2.83,7.0,4.3,57.0,68.3,79.5,57.8,0.83,18.63
lincoln,1988,9,12.01,70.95,3.27,7.31,3.88,44.7,56.4,68.0,48.0,0.21,12.07
lincoln,1989,4,16.09,69.61,3.34,7.65,1.38,26.6,38.1,49.6,25.0,0.72,8.09
lincoln,1989,5,19.84,71.74,2.8,7.55,3.42,38.9,52.2,65.4,38.8,0.63,14.32
lincoln,1989,6,20.51,75.45,2.61,5.87,2.49,48.5,60.3,72.1,50.1,0.44,14.77
lincoln,1989,7,22.03,68.55,2.13,5.88,2.2,55.2,68.2,81.2,57.4,0.79,20.83
lincoln,1989,8,18.67,68.75,2.58,6.84,2.88,52.9,65.1,77.3,55.8,0.4,16.86
lincoln,1989,9,15.46,63.94,3.01,8.81,1.37,42.0,55.5,69.1,46.3,0.24,12.98
lincoln,1990,4,18.31,70.67,3.85,8.84,2.72,31.0,43.2,55.5,30.5,0.72,10.45
lincoln,1990,5,18.93,68.93,2.86,8.41,4.77,37.8,50.0,62.1,36.8,0.9,11.82
lincoln,1990,6,19.15,81.11,3.25,7.44,6.45,50.8,62.0,73.2,52.7,0.04,14.59
lincoln,1990,7,19.89,74.71,2.56,7.04,3.92,53.9,65.3,76.7,55.9,0.52,15.79
lincoln,1990,8,18.33,77.51,2.51,6.3,6.84,52.9,64.3,75.8,55.8,0.26,14.79
lincoln,1990,9,12.73,78.44,2.83,6.69,5.56,46.6,57.5,68.4,49.0,0.48,11.7
lincoln,1991,4,16.02,77.86,3.62,9.54,3.77,32.0,44.1,56.2,31.6,0.52,10.18
lincoln,1991,5,17.12,82.56,2.9,7.51,5.86,47.6,57.7,67.8,47.8,0.73,12.51
lincoln,1991,6,23.04,79.1,2.64,6.9,4.73,54.7,66.7,78.6,55.1,1.06,17.97
lincoln,1991,7,20.64,79.43,2.41,6.11,5.44,55.4,65.6,75.9,56.9,0.54,14.47
lincoln,1991,8,19.64,76.51,2.48,5.88,2.71,54.7,66.4,78.1,56.2,0.81,17.79
lincoln,1991,9,12.46,77.49,3.2,7.49,4.17,42.7,53.3,64.0,45.9,0.26,9.56
