County,Year,Month,solar_radiation,humidity,wind_speed,wind_speed_max
langlade,2002,9,13.07,82.47,2.38,6.08
langlade,2003,4,17.14,78.73,3.42,8.13
langlade,2003,5,19.67,75.04,2.77,9.23
langlade,2003,6,21.89,78.53,2.12,6.0
langlade,2003,7,21.47,78.2,2.36,5.84
langlade,2003,8,19.53,76.99,2.02,5.77
langlade,2003,9,14.15,74.78,2.88,6.49
langlade,2004,4,16.66,74.66,3.15,9.63
langlade,2004,5,17.1,78.14,3.07,7.15
langlade,2004,6,21.94,79.36,2.79,6.68
langlade,2004,7,20.54,79.43,2.18,5.44
langlade,2004,8,17.64,77.98,2.42,7.09
langlade,2004,9,15.87,76.4,2.69,7.36
langlade,2005,4,18.13,68.36,3.14,8.07
langlade,2005,5,17.63,73.88,3.0,5.68
langlade,2005,6,23.17,75.69,2.87,7.92
langlade,2005,7,23.17,65.92,2.26,6.11
langlade,2005,8,19.44,67.7,2.36,6.08
langlade,2005,9,15.27,69.71,2.63,7.91
langlade,2006,4,18.01,66.44,3.45,8.7
langlade,2006,5,18.03,75.43,3.14,9.75
langlade,2006,6,23.61,67.72,2.3,5.54
langlade,2006,7,22.64,63.74,2.41,6.01
langlade,2006,8,18.38,70.09,2.15,5.51
langlade,2006,9,14.07,72.61,2.57,6.72
langlade,2007,4,17.46,67.18,3.47,9.36
langlade,2007,5,19.91,69.23,3.41,8.72
langlade,2007,6,24.24,67.9,2.66,8.0
langlade,2007,7,22.69,68.5,2.26,7.57
langlade,2007,8,17.88,65.92,2.51,6.39
langlade,2007,9,14.39,73.17,3.11,7.6
langlade,2008,4,15.77,77.16,3.62,10.42
langlade,2008,5,21.28,70.87,3.01,6.76
langlade,2008,6,20.42,78.34,2.95,8.65
langlade,2008,7,22.47,76.68,2.58,6.99
langlade,2008,8,21.14,71.23,2.15,5.51
langlade,2008,9,13.54,77.14,2.61,6.14
langlade,2009,4,17.35,70.63,3.35,7.88
langlade,2009,5,20.85,68.06,3.24,7.81
langlade,2009,6,20.6,75.65,2.55,7.01
langlade,2009,7,20.99,72.03,2.54,6.81
langlade,2009,8,17.85,77.2,2.54,6.36
langlade,2009,9,16.28,73.52,1.9,8.54
langlade,2010,4,18.52,66.75,3.5,8.16
langlade,2010,5,21.44,67.79,2.87,7.74
langlade,2010,6,18.07,79.54,2.41,6.51
langlade,2010,7,20.73,80.07,2.5,6.77
langlade,2010,8,19.15,80.09,2.73,6.21
langlade,2010,9,13.12,81.19,2.98,8.19
langlade,2011,4,14.96,80.14,3.32,8.72
langlade,2011,5,17.57,79.47,2.97,7.27
langlade,2011,6,20.33,80.87,2.87,7.66
langlade,2011,7,20.98,83.66,2.32,5.42
langlade,2011,8,19.32,79.11,2.18,6.82
langlade,2011,9,13.56,78.71,2.51,8.9
langlade,2012,4,18.44,71.65,3.1,8.08
langlade,2012,5,21.56,73.46,3.15,8.99
langlade,2012,6,23.0,72.98,2.69,6.65
langlade,2012,7,23.43,75.52,1.99,5.69
langlade,2012,8,19.55,69.24,2.2,5.82
langlade,2012,9,15.37,68.74,2.43,7.3
langlade,2013,4,15.97,82.02,3.43,8.53
langlade,2013,5,19.72,76.18,2.92,6.54
langlade,2013,6,19.26,81.4,2.41,5.7
langlade,2013,7,21.79,80.51,2.5,6.74
langlade,2013,8,19.34,78.78,2.16,5.35
langlade,2013,9,15.62,79.4,2.61,7.63
langlade,2014,4,14.42,81.03,3.73,8.83
langlade,2014,5,19.7,79.89,2.65,6.65
langlade,2014,6,19.71,82.1,2.73,7.55
langlade,2014,7,20.2,81.2,2.81,5.9
langlade,2014,8,16.73,82.89,2.02,5.94
langlade,2014,9,13.94,83.76,2.6,7.3
langlade,2015,4,18.97,73.89,3.36,9.1
langlade,2015,5,19.19,79.0,2.96,7.32
langlade,2015,6,21.36,80.7,2.34,6.65
langlade,2015,7,23.25,79.94,2.43,7.02
langlade,2015,8,16.49,82.6,2.58,6.29
langlade,2015,9,14.66,81.79,2.34,6.03
langlade,2016,4,15.67,78.59,3.31,7.58
langlade,2016,5,20.55,76.85,2.7,6.38
langlade,2016,6,23.2,80.87,2.75,6.6
langlade,2016,7,22.01,83.11,2.49,6.14
langlade,2016,8,18.12,84.06,2.23,6.59
langlade,2016,9,13.2,84.75,2.74,7.23
langlade,2017,4,14.8,82.62,3.13,8.21
langlade,2017,5,18.04,80.67,2.7,7.06
langlade,2017,6,21.28,83.03,2.6,7.46
langlade,2017,7,22.69,82.78,2.1,4.66
langlade,2017,8,17.04,83.82,2.31,6.66
langlade,2017,9,14.71,85.47,2.46,5.78
langlade,2018,4,19.22,80.05,3.03,8.2
langlade,2018,5,21.98,77.83,2.31,6.69
langlade,2018,6,21.85,80.9,2.56,6.39
langlade,2018,7,22.5,80.53,2.26,6.87
langlade,2018,8,16.03,82.69,2.07,5.26
langlade,2018,9,13.92,83.82,2.36,8.33
langlade,2019,4,14.11,82.14,3.16,8.36
langlade,2019,5,17.87,81.48,2.64,6.76
langlade,2019,6,22.34,80.48,2.28,5.5
langlade,2019,7,23.45,81.68,2.26,5.9
langlade,2019,8,18.25,81.68,2.12,6.58
langlade,2019,9,11.39,87.13,2.88,8.2
langlade,2020,4,16.5,81.02,3.22,7.4
langlade,2020,5,20.42,79.64,2.83,6.75
langlade,2020,6,23.32,81.27,2.66,5.63
langlade,2020,7,22.29,83.57,2.11,5.6
langlade,2020,8,18.85,84.46,2.31,6.26
langlade,2020,9,12.81,84.55,2.6,7.4
langlade,2021,4,16.44,81.06,2.78,6.46
langlade,2021,5,17.87,79.23,2.6,5.73
langlade,2021,6,23.1,82.29,2.22,6.46
langlade,2021,7,22.49,80.32,2.0,6.47
langlade,2021,8,18.16,83.95,2.19,5.76
langlade,2021,9,15.39,81.18,2.39,6.66
langlade,2022,4,13.96,80.79,3.98,8.97
langlade,2022,5,18.9,80.01,2.8,8.98
langlade,2022,6,22.69,78.88,2.7,7.59
langlade,2022,7,22.24,79.37,2.4,6.58
langlade,2022,8,18.34,82.02,2.2,5.76
langlade,2022,9,14.87,80.47,2.41,6.03
langlade,2023,4,15.21,85.15,3.65,9.37
langlade,2023,5,20.91,76.03,2.54,7.79
langlade,2023,6,21.61,78.28,2.03,6.33
langlade,2023,7,20.59,79.27,1.95,5.15
langlade,2023,8,18.57,78.25,2.07,6.66
langlade,2023,9,11.25,80.36,2.31,5.05
langlade,2024,4,15.29,75.12,3.76,9.39
langlade,2024,5,19.45,76.43,2.78,7.93
langlade,2024,6,19.03,80.86,2.84,6.81
langlade,2024,7,20.88,81.33,2.01,5.58
langlade,2024,8,17.44,79.9,2.12,5.53
langlade,2024,9,16.93,75.09,2.14,5.03
lincoln,1984,4,18.31,74.98,4.27,10.39
lincoln,1984,5,19.33,76.03,3.04,8.89
lincoln,1984,6,19.81,81.84,3.16,9.72
lincoln,1984,7,20.49,78.62,2.65,6.89
lincoln,1984,8,16.62,79.69,2.31,5.95
lincoln,1984,9,13.61,76.52,2.96,6.68
lincoln,1985,4,16.86,81.84,3.6,8.93
lincoln,1985,5,19.42,76.57,3.15,8.77
lincoln,1985,6,22.06,76.36,2.94,8.84
lincoln,1985,7,21.99,76.96,2.53,6.85
lincoln,1985,8,16.23,77.73,2.8,7.31
lincoln,1985,9,11.69,83.16,2.99,7.29
lincoln,1986,4,16.97,80.36,4.17,9.78
lincoln,1986,5,20.76,77.39,2.85,9.38
lincoln,1986,6,21.97,78.82,3.1,6.72
lincoln,1986,7,18.69,83.06,2.53,6.25
lincoln,1986,8,17.98,80.14,2.68,5.95
lincoln,1986,9,10.85,84.05,2.82,6.35
lincoln,1987,4,17.92,74.12,3.13,9.48
lincoln,1987,5,20.25,75.25,3.08,7.07
lincoln,1987,6,22.35,73.76,2.47,6.57
lincoln,1987,7,19.61,79.35,2.51,6.25
lincoln,1987,8,16.75,74.79,2.78,6.34
lincoln,1987,9,13.61,75.24,2.55,6.44
lincoln,1988,4,18.65,66.74,3.36,8.71
lincoln,1988,5,21.93,66.33,2.91,8.37
lincoln,1988,6,22.66,56.83,2.8,7.23
lincoln,1988,7,21.18,54.21,2.51,7.01
lincoln,1988,8,17.0,65.07,2.83,7.0
lincoln,1988,9,12.01,70.95,3.27,7.31
lincoln,1989,4,16.09,69.61,3.34,7.65
lincoln,1989,5,19.84,71.74,2.8,7.55
lincoln,1989,6,20.51,75.45,2.61,5.87
lincoln,1989,7,22.03,68.55,2.13,5.88
lincoln,1989,8,18.67,68.75,2.58,6.84
lincoln,1989,9,15.46,63.94,3.01,8.81
lincoln,1990,4,18.31,70.67,3.85,8.84
lincoln,1990,5,18.93,68.93,2.86,8.41
lincoln,1990,6,19.15,81.11,3.25,7.44
lincoln,1990,7,19.89,74.71,2.56,7.04
lincoln,1990,8,18.33,77.51,2.51,6.3
lincoln,1990,9,12.73,78.44,2.83,6.69
lincoln,1991,4,16.02,77.86,3.62,9.54
lincoln,1991,5,17.12,82.56,2.9,7.51
lincoln,1991,6,23.04,79.1,2.64,6.9
lincoln,1991,7,20.64,79.43,2.41,6.11
lincoln,1991,8,19.64,76.51,2.48,5.88
lincoln,1991,9,12.46,77.49,3.2,7.49
lincoln,1992,4,13.61,82.79,3.47,7.7
lincoln,1992,5,21.88,73.41,2.98,8.39
lincoln,1992,6,19.79,76.19,2.44,7.96
lincoln,1992,7,18.37,78.98,2.49,7.06
lincoln,1992,8,18.41,75.81,2.45,7.86
lincoln,1992,9,11.93,76.32,3.23,7.31
lincoln,1993,4,14.65,76.43,3.58,9.64
lincoln,1993,5,16.94,78.75,3.07,7.46
lincoln,1993,6,19.4,81.66,3.06,8.13
lincoln,1993,7,18.83,83.32,2.83,7.55
lincoln,1993,8,16.61,83.25,2.35,6.22
lincoln,1993,9,11.98,80.49,2.94,7.77
lincoln,1994,4,16.69,73.45,3.85,9.87
lincoln,1994,5,21.51,73.47,2.91,7.81
lincoln,1994,6,22.07,78.47,2.56,7.58
lincoln,1994,7,19.19,80.92,2.56,6.51
lincoln,1994,8,17.59,78.66,2.5,7.51
lincoln,1994,9,13.1,80.85,2.66,6.44
lincoln,1995,4,14.89,74.37,3.49,8.67
lincoln,1995,5,18.19,74.13,3.2,7.59
lincoln,1995,6,22.52,77.86,2.09,5.83
lincoln,1995,7,19.68,78.79,2.84,6.81
lincoln,1995,8,15.5,83.34,2.61,7.33
lincoln,1995,9,14.6,76.88,2.69,7.57
lincoln,1996,4,17.72,80.5,3.61,7.84
lincoln,1996,5,19.9,75.72,2.75,6.78
lincoln,1996,6,17.8,82.8,2.65,6.59
lincoln,1996,7,19.37,81.67,2.74,6.24
lincoln,1996,8,19.51,79.58,2.52,6.94
lincoln,1996,9,12.93,79.7,2.7,6.96
lincoln,1997,4,18.24,76.87,3.28,9.58
lincoln,1997,5,19.19,76.93,3.22,8.15
lincoln,1997,6,22.27,78.93,2.31,7.32
lincoln,1997,7,20.72,82.51,2.48,5.9
lincoln,1997,8,17.12,81.81,2.37,5.28
lincoln,1997,9,14.09,82.16,3.06,8.0
lincoln,1998,4,19.96,70.58,3.22,9.14
lincoln,1998,5,22.67,73.01,3.09,8.92
lincoln,1998,6,20.48,78.51,2.96,7.76
lincoln,1998,7,23.3,72.15,2.47,7.26
lincoln,1998,8,18.59,73.55,2.61,5.31
lincoln,1998,9,15.26,68.02,2.82,6.5
lincoln,1999,4,16.74,70.9,3.16,9.19
lincoln,1999,5,19.21,74.26,3.62,7.68
lincoln,1999,6,20.55,78.67,2.81,6.72
lincoln,1999,7,21.85,80.64,2.86,6.24
lincoln,1999,8,18.12,78.64,2.55,7.46
lincoln,1999,9,14.78,72.74,3.0,7.57
lincoln,2000,4,15.94,69.33,3.44,8.64
lincoln,2000,5,19.07,70.78,3.2,8.14
lincoln,2000,6,18.99,77.68,3.22,8.6
lincoln,2000,7,19.85,77.68,2.56,6.63
lincoln,2000,8,18.98,74.33,2.62,5.97
lincoln,2000,9,14.06,69.91,3.2,7.43
lincoln,2001,4,15.78,76.82,4.06,12.12
lincoln,2001,5,18.1,76.04,3.01,7.73
lincoln,2001,6,20.11,80.06,2.92,6.78
lincoln,2001,7,21.59,74.12,2.49,5.9
lincoln,2001,8,19.0,74.75,2.53,6.4
lincoln,2001,9,14.25,76.38,2.63,7.21
lincoln,2002,4,15.44,79.33,3.6,7.94
lincoln,2002,5,19.94,75.45,3.29,9.76
lincoln,2002,6,19.66,82.34,2.95,6.98
lincoln,2002,7,23.09,80.56,2.47,5.29
lincoln,2002,8,19.48,78.79,2.54,8.86
lincoln,2002,9,13.07,82.12,2.71,6.35
lincoln,2003,4,17.14,78.08,3.76,8.84
lincoln,2003,5,19.67,74.57,3.09,9.56
lincoln,2003,6,21.89,78.82,2.35,6.4
lincoln,2003,7,21.47,78.71,2.54,6.13
lincoln,2003,8,19.53,76.23,2.26,6.58
lincoln,2003,9,14.15,72.68,3.21,7.11
lincoln,2004,4,16.66,74.0,3.43,9.6
lincoln,2004,5,17.1,77.41,3.44,8.27
lincoln,2004,6,21.94,79.19,3.1,7.31
lincoln,2004,7,20.54,78.92,2.42,5.75
lincoln,2004,8,17.64,76.86,2.67,7.64
lincoln,2004,9,15.87,75.0,3.08,8.41
lincoln,2005,4,18.13,68.66,3.51,8.77
lincoln,2005,5,17.63,74.63,3.33,6.48
lincoln,2005,6,23.17,75.9,3.21,8.86
lincoln,2005,7,23.17,64.37,2.66,6.71
lincoln,2005,8,19.44,64.87,2.69,6.79
lincoln,2005,9,15.27,67.82,3.01,8.63
lincoln,2006,4,18.01,68.04,3.74,9.01
lincoln,2006,5,18.03,75.85,3.48,10.37
lincoln,2006,6,23.61,67.11,2.55,6.71
lincoln,2006,7,22.64,59.98,2.76,6.53
lincoln,2006,8,18.38,69.46,2.37,5.8
lincoln,2006,9,14.07,71.76,2.86,7.51
lincoln,2007,4,17.46,68.06,3.7,9.36
lincoln,2007,5,19.91,70.65,3.78,8.94
lincoln,2007,6,24.24,68.1,3.02,8.51
lincoln,2007,7,22.69,65.58,2.52,8.22
lincoln,2007,8,17.88,65.64,2.81,6.64
lincoln,2007,9,14.39,73.08,3.5,8.03
lincoln,2008,4,15.77,78.09,3.96,11.51
lincoln,2008,5,21.28,72.22,3.24,7.16
lincoln,2008,6,20.42,79.33,3.17,9.27
lincoln,2008,7,22.47,77.81,2.79,7.22
lincoln,2008,8,21.14,70.83,2.42,6.6
lincoln,2008,9,13.54,76.15,2.98,6.68
lincoln,2009,4,17.35,71.88,3.62,8.63
lincoln,2009,5,20.85,69.77,3.5,8.22
lincoln,2009,6,20.6,76.61,2.73,7.67
lincoln,2009,7,20.99,70.91,2.74,7.86
lincoln,2009,8,17.85,76.35,2.8,7.1
lincoln,2009,9,16.28,72.58,2.11,9.07
lincoln,2010,4,18.52,67.83,3.82,8.8
lincoln,2010,5,21.44,69.78,3.08,8.13
lincoln,2010,6,18.07,80.58,2.64,7.65
lincoln,2010,7,20.73,81.0,2.74,7.02
lincoln,2010,8,19.15,81.98,2.98,7.34
lincoln,2010,9,13.12,82.16,3.24,8.59
lincoln,2011,4,14.96,80.37,3.63,9.27
lincoln,2011,5,17.57,79.84,3.36,7.76
lincoln,2011,6,20.33,81.32,3.11,7.79
lincoln,2011,7,20.98,83.74,2.52,6.04
lincoln,2011,8,19.32,80.19,2.35,7.04
lincoln,2011,9,13.56,79.66,2.75,9.64
lincoln,2012,4,18.44,72.03,3.38,8.18
lincoln,2012,5,21.56,74.15,3.44,9.62
lincoln,2012,6,23.0,73.97,2.87,7.76
lincoln,2012,7,23.43,74.45,2.21,6.53
lincoln,2012,8,19.55,66.02,2.49,6.52
lincoln,2012,9,15.37,65.71,2.75,7.79
lincoln,2013,4,15.97,81.88,3.73,9.05
lincoln,2013,5,19.72,77.95,3.29,7.16
lincoln,2013,6,19.26,82.91,2.68,6.1
lincoln,2013,7,21.79,81.46,2.75,7.34
lincoln,2013,8,19.34,79.28,2.35,5.63
lincoln,2013,9,15.62,79.7,2.95,8.52
lincoln,2014,4,14.42,81.73,3.97,9.45
lincoln,2014,5,19.7,80.54,2.87,6.91
lincoln,2014,6,19.71,82.73,3.05,8.1
lincoln,2014,7,20.2,82.34,3.03,6.75
lincoln,2014,8,16.73,83.61,2.21,6.58
lincoln,2014,9,13.94,83.96,2.94,8.01
lincoln,2015,4,18.97,73.6,3.65,10.02
lincoln,2015,5,19.19,79.11,3.27,7.19
lincoln,2015,6,21.36,80.66,2.56,6.96
lincoln,2015,7,23.25,80.39,2.66,7.55
lincoln,2015,8,16.49,82.06,2.83,6.91
lincoln,2015,9,14.66,81.06,2.7,6.49
lincoln,2016,4,15.67,78.5,3.71,7.9
lincoln,2016,5,20.55,76.55,2.94,7.18
lincoln,2016,6,23.2,80.58,3.01,6.62
lincoln,2016,7,22.01,82.77,2.68,6.7
lincoln,2016,8,18.12,84.08,2.43,7.47
lincoln,2016,9,13.2,84.3,3.1,7.79
lincoln,2017,4,14.8,82.5,3.41,8.77
lincoln,2017,5,18.04,81.01,3.0,7.53
lincoln,2017,6,21.28,82.24,2.82,8.15
lincoln,2017,7,22.69,82.42,2.31,5.08
lincoln,2017,8,17.04,82.57,2.56,6.4
lincoln,2017,9,14.71,83.94,2.82,6.34
lincoln,2018,4,19.22,79.34,3.3,9.38
lincoln,2018,5,21.98,77.2,2.55,7.18
lincoln,2018,6,21.85,80.59,2.86,6.66
lincoln,2018,7,22.5,79.16,2.49,7.75
lincoln,2018,8,16.03,81.2,2.29,5.62
lincoln,2018,9,13.92,82.68,2.74,9.12
lincoln,2019,4,14.11,81.74,3.42,9.11
lincoln,2019,5,17.87,80.92,2.88,7.43
lincoln,2019,6,22.34,80.33,2.55,5.83
lincoln,2019,7,23.45,81.25,2.49,6.73
lincoln,2019,8,18.25,80.85,2.37,6.94
lincoln,2019,9,11.39,86.35,3.24,8.72
lincoln,2020,4,16.5,80.57,3.51,7.85
lincoln,2020,5,20.42,79.3,3.07,7.25
lincoln,2020,6,23.32,80.68,3.04,6.02
lincoln,2020,7,22.29,82.96,2.33,5.95
lincoln,2020,8,18.85,83.42,2.6,6.48
lincoln,2020,9,12.81,82.26,2.87,7.66
lincoln,2021,4,16.44,79.49,3.03,6.75
lincoln,2021,5,17.87,77.49,2.88,6.17
lincoln,2021,6,23.1,80.64,2.46,7.2
lincoln,2021,7,22.49,78.89,2.17,6.64
lincoln,2021,8,18.16,81.98,2.47,6.0
lincoln,2021,9,15.39,78.11,2.71,6.91
lincoln,2022,4,13.96,80.02,4.38,9.73
lincoln,2022,5,18.9,78.36,3.11,10.04
lincoln,2022,6,22.69,77.28,2.98,7.93
lincoln,2022,7,22.24,77.69,2.63,7.05
lincoln,2022,8,18.34,80.54,2.46,6.25
lincoln,2022,9,14.87,78.05,2.68,6.46
lincoln,2023,4,15.21,85.3,4.08,10.34
lincoln,2023,5,20.91,75.65,2.75,8.1
lincoln,2023,6,21.61,77.74,2.25,6.53
lincoln,2023,7,20.59,77.37,2.11,5.41
lincoln,2023,8,18.57,75.95,2.29,7.31
lincoln,2023,9,11.25,77.41,2.75,5.83
lincoln,2024,4,15.29,74.46,4.14,10.82
lincoln,2024,5,19.45,75.96,3.14,8.89
lincoln,2024,6,19.03,80.99,3.11,7.15
lincoln,2024,7,20.88,81.48,2.24,5.98
lincoln,2024,8,17.44,80.2,2.35,6.28
lincoln,2024,9,16.93,74.46,2.46,5.74
manitowoc,1984,4,17.03,82.63,5.88,18.5
manitowoc,1984,5,17.32,78.07,4.25,10.39
manitowoc,1984,6,19.39,83.64,4.43,10.08
manitowoc,1984,7,19.54,75.61,3.9,12.3
manitowoc,1984,8,17.21,74.61,3.86,8.87
manitowoc,1984,9,12.7,74.84,4.81,11.96
manitowoc,1985,4,16.64,85.24,5.25,13.23
manitowoc,1985,5,20.01,77.91,4.53,14.8
manitowoc,1985,6,20.85,71.81,4.04,11.98
manitowoc,1985,7,19.9,72.57,4.01,9.43
manitowoc,1985,8,17.12,74.52,4.23,11.81
manitowoc,1985,9,12.01,79.18,4.8,11.78
manitowoc,1986,4,17.11,83.75,5.19,11.26
manitowoc,1986,5,19.32,82.22,3.84,12.0
manitowoc,1986,6,19.76,80.26,3.99,9.71
manitowoc,1986,7,19.46,80.96,3.8,10.46
manitowoc,1986,8,17.76,74.76,4.28,9.96
manitowoc,1986,9,10.97,82.59,4.46,9.77
manitowoc,1987,4,17.11,80.59,4.98,12.36
manitowoc,1987,5,19.29,78.99,4.03,8.08
manitowoc,1987,6,21.27,72.92,3.78,8.02
manitowoc,1987,7,20.36,77.37,3.57,7.73
manitowoc,1987,8,15.97,76.76,4.52,11.43
manitowoc,1987,9,12.7,77.47,4.04,9.92
manitowoc,1988,4,17.12,76.59,4.9,13.86
manitowoc,1988,5,21.98,71.42,3.88,9.69
manitowoc,1988,6,21.12,62.41,4.52,11.79
manitowoc,1988,7,20.18,66.12,3.58,9.26
manitowoc,1988,8,17.42,68.14,4.84,11.06
manitowoc,1988,9,12.67,74.36,5.25,11.7
manitowoc,1989,4,16.13,77.57,4.3,9.49
manitowoc,1989,5,19.4,76.29,3.69,9.81
manitowoc,1989,6,20.49,79.61,3.38,8.07
manitowoc,1989,7,21.52,75.35,3.58,9.53
manitowoc,1989,8,19.08,74.42,3.92,8.84
manitowoc,1989,9,15.19,72.22,4.47,13.85
manitowoc,1990,4,17.4,77.9,4.96,13.67
manitowoc,1990,5,19.02,77.66,4.55,13.62
manitowoc,1990,6,19.0,82.39,4.83,13.35
manitowoc,1990,7,19.73,77.85,4.1,10.8
manitowoc,1990,8,16.91,80.56,3.99,8.14
manitowoc,1990,9,13.32,77.58,4.91,12.05
manitowoc,1991,4,16.28,81.84,5.19,11.08
manitowoc,1991,5,16.47,85.82,4.02,12.03
manitowoc,1991,6,22.41,74.17,3.77,9.9
manitowoc,1991,7,20.37,74.07,3.97,7.93
manitowoc,1991,8,18.81,74.41,4.35,10.21
manitowoc,1991,9,13.26,71.69,5.21,11.68
manitowoc,1992,4,13.33,83.23,4.8,10.17
manitowoc,1992,5,21.02,74.28,4.19,10.43
manitowoc,1992,6,18.56,71.58,3.53,10.86
manitowoc,1992,7,18.52,76.84,3.87,10.51
manitowoc,1992,8,17.65,72.65,4.47,11.55
manitowoc,1992,9,11.43,77.58,5.35,11.64
manitowoc,1993,4,14.31,82.43,5.38,14.43
manitowoc,1993,5,17.14,82.88,4.22,10.61
manitowoc,1993,6,19.13,84.28,3.98,9.58
manitowoc,1993,7,18.94,83.07,4.2,10.62
manitowoc,1993,8,16.91,81.0,3.75,9.61
manitowoc,1993,9,11.94,75.94,5.07,13.12
manitowoc,1994,4,17.17,76.06,5.56,14.28
manitowoc,1994,5,23.49,72.7,4.29,14.84
manitowoc,1994,6,20.89,74.73,3.8,12.1
manitowoc,1994,7,19.66,79.16,4.08,9.75
manitowoc,1994,8,16.75,78.15,4.41,10.81
manitowoc,1994,9,13.74,77.87,4.23,9.87
manitowoc,1995,4,14.98,78.0,5.08,12.96
manitowoc,1995,5,18.52,75.15,4.19,11.55
manitowoc,1995,6,22.6,76.79,2.97,9.28
manitowoc,1995,7,19.44,76.13,4.22,8.94
manitowoc,1995,8,14.81,82.35,3.9,8.38
manitowoc,1995,9,14.16,74.3,4.7,12.5
manitowoc,1996,4,17.27,78.93,5.44,11.58
manitowoc,1996,5,17.16,79.25,4.22,10.33
manitowoc,1996,6,17.47,85.75,3.84,12.13
manitowoc,1996,7,20.75,77.25,3.63,8.59
manitowoc,1996,8,19.97,75.92,3.8,10.08
manitowoc,1996,9,13.04,77.08,4.81,12.24
manitowoc,1997,4,18.07,75.56,4.96,15.0
manitowoc,1997,5,17.83,78.42,4.83,14.08
manitowoc,1997,6,22.99,80.69,3.31,10.5
manitowoc,1997,7,21.81,77.83,3.81,8.71
manitowoc,1997,8,16.01,78.53,4.32,8.83
manitowoc,1997,9,14.56,76.84,5.3,12.43
manitowoc,1998,4,17.94,78.85,4.57,11.76
manitowoc,1998,5,21.39,79.79,4.37,9.79
manitowoc,1998,6,21.18,77.8,3.99,11.86
manitowoc,1998,7,23.82,71.31,4.08,9.53
manitowoc,1998,8,17.95,75.5,4.27,9.01
manitowoc,1998,9,15.63,72.07,4.68,9.86
manitowoc,1999,4,16.57,79.73,4.74,13.35
manitowoc,1999,5,18.2,81.02,4.7,10.22
manitowoc,1999,6,20.93,81.04,3.81,9.43
manitowoc,1999,7,22.02,78.48,4.54,10.23
manitowoc,1999,8,18.28,74.94,4.6,10.41
manitowoc,1999,9,15.55,70.51,5.33,10.53
manitowoc,2000,4,17.22,74.67,5.35,14.32
manitowoc,2000,5,17.91,80.32,4.65,12.92
manitowoc,2000,6,20.06,79.2,4.65,11.39
manitowoc,2000,7,20.36,77.77,4.09,10.3
manitowoc,2000,8,18.49,77.62,4.22,9.8
manitowoc,2000,9,13.66,74.79,5.83,11.02
manitowoc,2001,4,16.32,81.29,5.56,12.05
manitowoc,2001,5,18.1,81.1,4.22,9.83
manitowoc,2001,6,20.34,81.64,3.74,9.44
manitowoc,2001,7,22.57,74.36,3.72,9.54
manitowoc,2001,8,18.97,74.9,4.36,9.78
manitowoc,2001,9,13.73,77.42,5.24,12.8
manitowoc,2002,4,15.79,80.15,5.42,12.84
manitowoc,2002,5,20.05,79.73,5.17,12.13
manitowoc,2002,6,18.95,83.31,3.82,8.99
manitowoc,2002,7,22.88,75.04,4.15,9.33
manitowoc,2002,8,19.98,74.99,4.03,10.69
manitowoc,2002,9,14.81,75.92,4.98,10.73
manitowoc,2003,4,16.17,78.66,5.5,11.99
manitowoc,2003,5,19.14,81.32,4.2,12.76
manitowoc,2003,6,22.01,77.36,3.5,8.52
manitowoc,2003,7,21.4,74.72,4.15,10.36
manitowoc,2003,8,19.57,77.18,3.82,9.34
manitowoc,2003,9,14.66,75.12,5.32,10.36
manitowoc,2004,4,17.24,79.64,5.11,13.75
manitowoc,2004,5,16.61,85.98,4.6,9.82
manitowoc,2004,6,21.49,82.47,4.06,8.25
manitowoc,2004,7,20.23,78.63,3.73,8.13
manitowoc,2004,8,18.01,74.7,4.72,9.33
manitowoc,2004,9,17.17,76.27,4.89,11.07
manitowoc,2005,4,18.41,76.75,4.47,11.69
manitowoc,2005,5,18.47,77.54,4.32,10.47
manitowoc,2005,6,22.88,77.96,3.95,8.86
manitowoc,2005,7,22.23,70.93,4.11,9.01
manitowoc,2005,8,19.36,71.19,4.25,8.29
manitowoc,2005,9,15.21,72.84,5.18,12.96
manitowoc,2006,4,17.18,77.6,5.07,12.44
manitowoc,2006,5,17.4,83.3,4.46,16.36
manitowoc,2006,6,22.11,73.84,3.72,8.95
manitowoc,2006,7,21.38,72.86,3.92,10.78
manitowoc,2006,8,18.64,72.73,4.14,10.21
manitowoc,2006,9,13.97,74.34,5.22,11.66
manitowoc,2007,4,16.39,78.41,5.32,13.92
manitowoc,2007,5,20.92,78.55,4.7,10.12
manitowoc,2007,6,23.85,73.58,3.74,9.68
manitowoc,2007,7,22.45,73.04,3.67,10.24
manitowoc,2007,8,16.91,75.2,4.36,10.26
manitowoc,2007,9,15.47,76.29,5.48,11.71
manitowoc,2008,4,16.27,83.71,5.24,12.82
manitowoc,2008,5,21.11,78.56,4.28,10.65
manitowoc,2008,6,19.66,83.12,4.0,11.32
manitowoc,2008,7,21.83,79.84,4.01,10.19
manitowoc,2008,8,20.97,74.37,3.89,8.42
manitowoc,2008,9,13.32,77.22,4.78,9.84
manitowoc,2009,4,16.68,78.45,5.12,10.76
manitowoc,2009,5,20.26,78.44,4.33,12.34
manitowoc,2009,6,21.25,79.34,3.63,8.74
manitowoc,2009,7,21.24,74.4,3.53,9.72
manitowoc,2009,8,17.51,77.66,4.34,10.65
manitowoc,2009,9,16.08,77.99,3.5,14.37
manitowoc,2010,4,17.37,79.88,5.38,11.13
